employment,income,dti,score,amount,tenure,emp_length,delinquencies,savings,utilization,default
0,49959,0.276,737,13647,36,7.5,0,23396.56,0.261,0
0,61567,0.271,731,12810,48,3,0,25534.63,0.365,0
1,60077,0.339,728,17917,24,1.4,3,18326.26,0.244,0
1,70310,0.273,729,13711,36,1.5,2,20122.58,0.309,0
0,47449,0.257,730,27447,48,5.7,0,18435.42,0.29,0
0,69785,0.265,728,9441,24,0.1,1,17274.76,0.273,0
0,56272,0.278,698,29108,36,8.5,0,14079.59,0.285,0
0,62329,0.304,725,6862,36,13.1,1,28655.46,0.281,0
0,69493,0.433,631,7434,36,4.3,0,12785.6,0.393,0
1,46579,0.251,695,5469,36,2,0,23865.55,0.395,1
0,81786,0.346,727,5744,48,6.5,1,14622.5,0.329,0
0,55515,0.367,702,22484,48,10.6,1,20898.95,0.379,1
0,57418,0.337,710,10675,36,3.8,0,13349.29,0.326,1
1,39579,0.452,706,20514,60,0.4,2,21488.89,0.504,1
1,49307,0.263,720,26766,48,10.4,4,22158.67,0.334,0
1,77985,0.392,705,7729,60,5.7,0,12698.11,0.239,0
0,55890,0.259,707,29530,12,2.1,1,17802.34,0.306,0
0,53730,0.303,705,12178,48,4.9,2,15848.11,0.252,0
0,54172,0.297,740,8833,36,2,1,23542.88,0.285,0
1,42259,0.375,671,12344,48,1.3,2,19258.26,0.423,0
0,52440,0.29,740,5212,24,21.3,1,27861.49,0.425,0
1,31013,0.438,608,17440,24,4.1,3,12785.55,0.532,0
1,71801,0.261,759,10919,48,2.8,0,27142.56,0.315,0
0,68852,0.337,690,24150,48,0.5,0,22134.49,0.387,1
0,55498,0.248,722,28058,36,9.1,2,19608.93,0.297,0
1,10211,0.408,656,18790,36,0.5,1,20630.19,0.458,0
0,63521,0.239,716,22370,48,0.8,0,25875.44,0.359,0
1,42132,0.379,655,27161,24,1.8,1,19988.38,0.521,1
0,79925,0.233,718,21675,36,3.8,1,12639.2,0.269,0
0,73149,0.272,719,19174,60,1,1,7259.2,0.3,0
1,72554,0.239,732,8678,12,11,1,16573.51,0.343,0
1,57506,0.224,754,25410,24,8.7,2,18873.38,0.294,0
1,57994,0.286,723,25283,36,13.8,0,14276.04,0.295,0
1,59030,0.356,674,25699,36,1,3,11976.18,0.4,1
0,74526,0.331,743,26226,36,0.2,1,28517.73,0.366,0
1,66987,0.346,700,10400,36,12,2,30547.44,0.3,1
1,67110,0.402,729,12132,48,8.4,0,12023.71,0.262,0
1,65223,0.191,744,15209,48,12.8,3,12194.09,0.268,0
0,77481,0.241,743,11430,36,4.8,0,19144.47,0.287,0
0,53236,0.282,711,7841,48,2,1,13643.66,0.278,0
1,31058,0.449,635,22985,36,3.4,4,15226.36,0.56,0
0,46007,0.204,770,11736,36,5.3,0,20815.9,0.31,0
0,72809,0.259,717,19229,36,3.5,1,21178.96,0.164,0
1,66236,0.355,669,7229,36,4.5,3,15022.98,0.528,0
0,72334,0.244,676,20637,36,14.2,2,16505.19,0.27,1
1,53614,0.283,713,14219,24,1.7,2,18015.64,0.332,0
0,63208,0.279,729,26271,24,1,3,19445.7,0.363,0
1,62788,0.225,712,10563,36,5.2,0,13385.86,0.341,0
0,68004,0.372,744,25553,24,4,1,21819.77,0.327,0
0,60406,0.215,717,14313,60,4.9,1,23636.84,0.246,0
1,59190,0.342,713,14663,36,0.7,0,17688.99,0.314,0
0,57344,0.325,653,12902,24,10,1,22364.32,0.326,1
0,51761,0.207,713,23993,24,1.1,1,20509.11,0.286,0
0,61080,0.323,720,19244,48,7.8,0,30961.78,0.221,0
1,23675,0.501,666,20837,48,1.6,1,8339.08,0.467,1
1,46898,0.312,645,19747,36,3.2,3,8797.81,0.314,0
1,58583,0.32,630,9905,24,3.3,1,1201.02,0.471,0
0,67576,0.451,710,11117,24,2.8,1,13461.75,0.514,1
0,54894,0.437,734,19932,60,9.5,3,12096.22,0.296,0
0,70800,0.266,720,11318,24,5.2,0,17877,0.316,0
1,51396,0.332,707,12156,24,1,0,25768.51,0.262,1
0,40360,0.242,606,15914,36,0.5,1,23686.3,0.318,0
0,75974,0.403,735,10853,12,7.8,1,25765.49,0.313,0
0,67978,0.192,715,26423,60,1.8,1,26919.46,0.34,0
0,48180,0.324,714,14681,24,3.8,1,16982.02,0.279,1
0,59390,0.282,746,21884,24,1.9,2,36450.65,0.253,0
1,53796,0.343,700,7758,48,4.2,1,7766.62,0.334,1
0,73141,0.284,724,15721,24,3.9,3,19835.45,0.272,0
0,56486,0.291,693,18467,12,3.6,1,21807.04,0.287,0
0,72543,0.271,698,9264,36,5.4,1,19897.66,0.426,1
0,61454,0.292,734,11810,24,0,1,7914.34,0.305,0
0,54344,0.255,734,7413,48,1.4,0,15513.31,0.312,0
0,45763,0.326,725,22462,36,10.7,0,22537.99,0.399,0
0,70006,0.272,760,23468,24,7.9,0,25728.15,0.316,0
0,58249,0.311,656,17655,48,0.4,2,9681.72,0.477,0
0,39130,0.334,715,26368,60,8.3,0,20154.62,0.302,0
1,35117,0.27,775,28988,36,2.1,0,18578.34,0.292,0
0,64283,0.285,717,27728,36,5.7,2,21772.74,0.245,0
0,62078,0.274,706,18503,36,1,2,22992.35,0.269,0
0,69778,0.359,750,15430,12,12.6,1,27606.57,0.345,0
1,33676,0.372,677,21733,48,6.1,1,6968.55,0.484,0
1,58399,0.309,702,15188,60,3.5,0,26280.77,0.336,0
0,62121,0.262,713,8159,48,1.5,1,15207.96,0.444,0
0,64005,0.236,764,20168,36,14.1,2,17917.65,0.318,0
1,64502,0.323,745,17863,36,14.1,1,23900.74,0.296,0
1,60041,0.354,626,19968,36,0.5,1,7533.71,0.392,0
1,60811,0.251,733,21486,24,9.8,1,30478.39,0.226,0
1,56822,0.209,686,22035,36,0.3,2,19142.32,0.29,0
1,46244,0.541,581,26204,48,1.9,0,24922.84,0.58,0
0,64544,0.262,640,24825,36,0.1,1,20235.58,0.403,0
1,50095,0.344,753,20291,36,7.9,1,23871.54,0.317,0
0,80538,0.302,694,15238,36,2.8,0,24948.12,0.293,0
0,69500,0.29,704,21194,48,2.8,2,23363.22,0.276,0
1,55024,0.37,727,18912,48,0.4,0,19974.24,0.29,0
1,33482,0.308,746,23206,36,2.6,1,15097.86,0.287,0
0,78577,0.32,678,6378,36,8.7,2,19326.85,0.351,1
1,54771,0.317,745,15700,24,7.2,0,27147.83,0.23,0
1,61140,0.36,694,23392,48,8.2,1,16751.57,0.311,0
1,59964,0.289,699,29722,24,8.4,4,26647.33,0.259,0
0,86069,0.259,740,12738,48,3.1,0,22613.83,0.363,0
0,66897,0.271,732,17991,24,0.9,0,19459.43,0.306,0
0,57275,0.207,694,11026,24,0.2,1,14169.31,0.393,1
0,62320,0.317,739,7734,60,5.2,1,23478.7,0.185,0
0,70318,0.316,704,15246,48,0.5,2,19763.34,0.36,1
0,71359,0.322,686,28019,48,7.9,1,31041.12,0.306,1
0,66980,0.309,737,16333,12,1,2,24530.76,0.201,0
1,57714,0.322,671,20779,48,5.5,1,23575.57,0.357,1
1,47233,0.286,767,24652,24,8.2,2,25403.21,0.311,0
0,59587,0.293,697,21286,36,1.7,0,20792.84,0.304,1
0,49914,0.226,675,15546,24,0.7,1,5275.42,0.347,1
1,56079,0.302,738,23722,36,6.4,0,23646.02,0.334,0
1,65199,0.367,725,18759,36,1,0,20517.68,0.331,0
0,61034,0.305,708,7552,36,1.9,2,5409.53,0.233,0
0,38694,0.324,729,16154,36,0.6,2,24735.58,0.333,0
0,54517,0.289,703,27514,12,10.6,2,31504.5,0.239,0
1,47710,0.375,700,11216,36,0.7,1,23431.18,0.399,1
0,67793,0.287,738,5054,36,1,1,18378.59,0.316,0
0,53572,0.2,729,12632,36,0,1,23294.7,0.357,0
0,45008,0.253,749,14786,48,7.6,2,15265.89,0.236,0
1,64076,0.479,671,5095,60,3,4,12941.98,0.545,1
1,71783,0.28,684,16805,24,3.3,0,24595.09,0.366,1
0,40344,0.337,687,29971,24,4.5,0,24583.78,0.371,1
1,43375,0.299,717,20303,48,9.7,0,16492.46,0.323,0
0,74419,0.224,706,9171,36,13.3,0,24316.04,0.307,0
0,52152,0.311,739,12568,36,9.3,3,24462.11,0.279,0
0,44358,0.326,702,22233,36,2.3,1,20762.49,0.256,0
0,59321,0.303,759,11466,36,7.6,1,21710.19,0.393,0
1,65007,0.259,700,25775,24,7.7,1,21625.48,0.359,0
1,57588,0.312,753,23111,36,4.5,0,20170.82,0.274,0
0,71055,0.19,716,23389,60,15.4,2,16008.49,0.244,0
1,50436,0.3,708,22646,36,2.6,2,10324.15,0.287,1
0,60675,0.274,716,21659,36,3.4,1,21357.94,0.344,0
0,61330,0.246,742,26363,48,9.7,0,19856.55,0.33,0
1,48231,0.282,605,24796,60,3.2,2,17187.57,0.417,0
0,57947,0.403,752,10364,24,7.7,1,16191.07,0.323,0
0,42528,0.341,744,12030,24,1.7,2,18405.19,0.339,0
1,60204,0.263,761,15339,36,3.6,0,12497.97,0.276,0
0,55160,0.195,701,21967,12,9.5,2,20601.55,0.254,0
0,66916,0.257,681,27826,36,4.8,1,11329.07,0.3,1
1,60514,0.372,703,17877,48,5.5,0,18672.43,0.364,1
0,61223,0.275,694,26935,36,10.1,2,26652.17,0.267,0
1,56812,0.243,745,5968,24,4.3,2,25516.24,0.264,0
1,31085,0.47,686,11837,36,3,2,849.51,0.481,0
0,65936,0.254,723,29682,24,0.8,0,17479.19,0.281,0
0,54823,0.332,696,11486,48,3.4,1,17538.53,0.283,0
1,62648,0.16,711,17573,60,10,1,9483.58,0.384,0
0,51181,0.265,740,10443,36,0,0,21441.51,0.311,0
0,31609,0.296,732,25311,36,1.9,1,14812.91,0.281,0
1,62338,0.366,696,27001,60,1.1,1,22488.72,0.249,1
1,80243,0.354,721,9936,48,1.5,5,22675.05,0.21,0
0,64999,0.228,706,12627,36,10.1,0,20192.62,0.353,0
0,44019,0.258,713,29024,24,0.3,1,28287.68,0.26,0
0,66523,0.294,768,17137,48,3.9,0,21829.57,0.335,0
1,70339,0.294,705,15301,36,3.9,0,14336.19,0.349,1
1,75904,0.321,767,18798,36,16.6,2,18033.4,0.31,0
1,67072,0.288,711,19409,36,5.1,1,21975.58,0.258,0
0,58394,0.249,733,29729,48,1,1,15408.44,0.238,0
0,69603,0.236,725,19993,12,4,0,20449.49,0.229,0
0,61019,0.24,702,28933,24,0.5,1,32373.12,0.358,0
0,48803,0.282,745,27728,48,3.8,2,29950.72,0.337,0
1,67570,0.281,732,24069,60,9,0,23891.72,0.185,0
0,64197,0.295,712,9664,60,9.6,1,22497.61,0.291,0
0,59692,0.314,713,16677,36,4.8,2,17929.25,0.271,1
1,57010,0.357,709,22074,36,4.1,0,23137.05,0.404,0
0,60119,0.293,703,14165,48,3.6,3,18876.86,0.274,0
1,57126,0.266,721,9001,36,2.3,1,17651.13,0.39,0
0,58417,0.372,710,29304,36,10.9,1,16756.16,0.243,0
1,50436,0.233,618,28324,48,10.1,1,-5710.02,0.493,0
0,63315,0.274,696,11116,36,15.3,2,16695.18,0.277,1
1,57891,0.41,679,25609,36,6.5,3,11472.98,0.53,0
1,39956,0.429,657,6196,36,3.4,2,15270.31,0.245,1
0,56733,0.332,727,29314,36,3.3,1,24293.21,0.267,0
0,60254,0.317,747,23497,48,6,1,13746.91,0.286,0
0,51972,0.321,734,18053,60,0.3,1,19447.31,0.226,0
0,66446,0.349,697,27149,36,0.7,0,21469.94,0.358,1
0,49861,0.278,705,24145,48,5.5,1,20951.98,0.273,0
1,47546,0.429,597,14572,24,13,2,15362.66,0.469,0
1,70715,0.244,707,13835,48,0.1,0,21508.8,0.345,0
1,55875,0.393,722,5080,24,1.3,1,26784.87,0.357,0
0,74974,0.239,709,29640,36,3.7,0,24043.9,0.306,1
0,58633,0.409,668,25126,48,2.1,1,15602.6,0.533,0
0,48061,0.353,738,13988,36,17,0,23315.64,0.248,0
0,66339,0.339,683,8774,12,3.4,2,17762.68,0.318,1
0,55173,0.343,654,19080,24,1.8,2,11977.03,0.308,1
0,62382,0.265,686,5015,36,18.3,1,17445.52,0.329,1
0,56730,0.259,793,24573,36,1.1,0,20692.66,0.204,0
0,63514,0.36,687,25559,24,10.5,1,22587.75,0.295,0
1,59476,0.244,739,13741,36,3.5,0,19976.65,0.309,0
1,45768,0.25,672,16312,36,0.6,2,3411.99,0.452,1
0,64369,0.37,703,9284,48,4,0,24781.3,0.272,0
1,56291,0.385,727,27941,24,0.4,3,21848,0.345,1
0,71484,0.268,789,12545,60,15.5,0,23001.73,0.242,0
0,73634,0.313,713,13910,36,13.1,1,18897.68,0.31,0
0,68509,0.307,723,7640,36,14.4,0,24387.33,0.287,0
1,58987,0.492,736,11149,60,2.9,3,10208.52,0.428,1
0,57530,0.326,730,25472,24,3.1,3,17874.62,0.254,0
0,68202,0.342,734,7667,36,0.6,0,24301.33,0.345,0
1,50731,0.274,760,28587,48,6.7,1,29710.72,0.362,0
1,80505,0.459,650,26884,36,0.9,0,8176.28,0.451,0
1,53812,0.344,703,6158,24,14,0,14676.79,0.521,1
0,50049,0.344,717,28024,12,1.3,0,15859.13,0.363,0
1,78005,0.312,727,26018,36,17,0,14302.58,0.276,0
0,59776,0.343,698,18863,36,1.1,3,26323.63,0.267,1
1,44370,0.292,708,11393,36,0.3,2,17809.36,0.326,1
1,53792,0.273,725,11398,36,15,0,14525.97,0.284,0
0,59014,0.326,742,14736,36,1.1,0,19712.66,0.364,0
0,35122,0.315,702,12797,48,5.6,0,24849.82,0.291,0
1,32801,0.481,584,17475,60,0,1,11440.37,0.51,0
0,70189,0.28,700,8441,36,2.1,0,18016.98,0.333,1
1,51431,0.365,668,21785,36,5.2,2,15419.84,0.236,1
0,55281,0.346,737,20099,36,3.4,0,26022.32,0.264,0
1,37392,0.347,674,21857,36,3.1,0,7664.65,0.502,1
0,53366,0.291,709,27716,12,2.5,2,12538.64,0.387,0
0,54784,0.406,608,14092,24,1.3,1,12927.88,0.508,0
0,62892,0.283,713,7793,36,2.5,1,16693.25,0.306,0
0,66056,0.269,693,13096,24,0.1,1,20550.03,0.348,1
1,49545,0.303,744,8821,36,1.2,1,18038.83,0.257,0
0,41201,0.229,720,10737,36,2.4,1,13655.99,0.344,0
0,48313,0.317,707,5049,24,1.3,0,24751.95,0.346,0
0,47368,0.409,682,16039,24,0.2,0,15988.66,0.431,1
0,68511,0.35,716,7667,48,1,2,22437.89,0.272,0
1,48049,0.361,740,22206,24,0.3,3,15382.75,0.462,1
1,36191,0.495,676,27514,36,2.4,2,25460.3,0.473,1
0,68086,0.306,735,7768,36,11.9,1,27351.24,0.195,0
0,57659,0.329,765,10764,36,3.5,0,27636.56,0.29,0
1,42981,0.272,772,5140,60,2,2,19368.43,0.266,0
1,66440,0.441,623,21824,36,4.1,2,20823.2,0.471,0
0,52375,0.347,708,7787,24,1.4,2,18701.49,0.41,1
0,42603,0.261,694,18892,60,4.3,1,23649.8,0.342,0
1,72374,0.286,775,15800,60,1,1,24394.6,0.298,0
0,53161,0.534,663,24262,36,7.2,2,22737.53,0.327,0
0,58779,0.294,685,10415,12,0.9,1,21981.52,0.383,1
1,64244,0.339,696,13301,24,7,1,17187.07,0.361,0
0,45976,0.357,735,14799,36,1.6,3,19670.8,0.329,0
0,62820,0.399,714,7534,36,6.6,1,21608.66,0.275,1
1,50600,0.33,743,26705,36,2.1,0,22186.72,0.318,0
0,50467,0.376,716,22651,36,5.1,2,23393.29,0.306,0
1,56968,0.238,753,7316,48,0,0,23709.24,0.261,0
1,28006,0.338,620,24776,12,0.1,2,21120.8,0.413,0
0,51435,0.286,739,23384,36,8.6,0,25934.47,0.353,0
1,53866,0.338,657,23504,36,1,2,16423.79,0.338,1
0,67421,0.257,720,18119,24,11.8,1,19491.55,0.221,0
0,56027,0.251,729,20966,24,4,0,14075.42,0.334,0
1,68540,0.227,721,12229,48,0.7,1,24356.72,0.291,0
1,52140,0.275,670,9678,60,6.4,0,18846.39,0.267,1
0,89354,0.239,720,8638,24,18.1,1,10784.14,0.301,0
1,95291,0.21,781,20762,24,10.2,0,24258.44,0.295,0
1,64449,0.378,709,29516,36,4.2,1,14625.05,0.227,0
0,64941,0.342,721,28156,36,10.1,0,28833.09,0.236,0
1,58121,0.262,718,12347,24,0.9,1,20897.14,0.288,0
0,60456,0.198,745,18768,48,11.2,3,16269.64,0.365,0
1,45970,0.247,652,18594,60,1.4,1,19168.99,0.433,1
0,48714,0.294,680,27936,60,4,3,17605.11,0.305,0
0,58380,0.277,721,16664,60,1.8,0,16585.93,0.277,0
0,50266,0.218,728,23923,36,3.7,1,16551.94,0.309,0
0,74488,0.29,727,9578,36,7.7,0,21340.58,0.262,0
1,63864,0.293,698,25161,36,14.1,1,23302.67,0.303,1
1,81905,0.344,720,14407,60,10,0,24119.58,0.313,0
0,60894,0.324,750,18415,24,1.3,1,16351.74,0.28,0
0,53683,0.331,706,20535,48,11.1,0,26376.03,0.316,0
0,69191,0.262,764,6835,48,8.6,3,16587.6,0.305,0
0,71241,0.384,770,17715,36,8.7,3,20831.14,0.221,0
1,44017,0.431,650,16384,36,3.5,4,2762.12,0.362,0
0,39102,0.432,654,23519,36,0.3,2,4701.36,0.395,1
0,59547,0.29,715,15579,36,4.4,2,17501.43,0.36,0
0,53593,0.409,642,24286,60,0.7,2,13240.84,0.501,0
1,59434,0.311,724,14413,12,1.2,0,29529.98,0.219,0
1,48723,0.395,661,11653,48,8.7,4,10097.59,0.29,1
0,52710,0.344,773,21782,48,3.1,0,21938.94,0.33,0
1,40445,0.52,617,28155,48,2.4,3,23217.32,0.539,0
1,57100,0.203,736,18071,36,4.8,1,23907.46,0.367,0
0,76285,0.277,726,13771,36,6,3,13848.41,0.295,0
1,52319,0.299,668,25945,48,0.2,0,18288.42,0.454,1
0,18549,0.322,586,25145,24,1.5,3,22018.91,0.451,0
0,53645,0.254,729,10974,48,7.5,1,16573.41,0.314,0
0,72686,0.309,712,13563,24,1.4,1,6839.46,0.305,0
0,42141,0.276,711,28824,24,3.1,1,27089.76,0.315,0
0,55536,0.214,707,8828,36,2.5,0,16423.46,0.344,0
1,58129,0.325,725,26018,48,5.3,0,27146.63,0.287,0
0,57424,0.254,708,19123,24,6.5,3,17989.24,0.261,0
1,57263,0.353,724,16202,60,12,1,13523.15,0.186,0
0,77262,0.299,768,16900,12,7.9,1,13350.73,0.327,0
1,46952,0.28,718,27728,36,22,0,25640.16,0.281,0
0,66901,0.344,724,14732,36,9.1,1,24405.42,0.316,0
0,65471,0.294,739,16967,36,8,0,24555.7,0.348,0
1,44398,0.451,659,9628,36,5.3,2,15237.72,0.527,0
1,55095,0.396,692,25519,36,0.3,1,28579.05,0.498,1
0,69313,0.323,707,17990,36,0.1,0,25340.68,0.23,0
0,47100,0.325,698,22244,36,0.6,0,21768.67,0.277,0
1,67473,0.264,697,29442,36,1.9,2,18235.28,0.303,0
1,74419,0.303,711,26520,36,1.7,3,22263.49,0.263,0
0,83193,0.279,736,8525,36,1,3,13488.64,0.316,0
0,62267,0.219,692,8170,48,2.3,1,10407.3,0.273,0
0,51890,0.325,759,18784,36,1.8,0,20090.9,0.301,0
0,63117,0.38,705,29739,48,19.4,0,21812.83,0.3,0
0,62922,0.233,737,17497,60,1.2,0,22676.86,0.3,0
0,66635,0.333,734,20873,36,4.5,0,13578.33,0.261,0
1,58980,0.213,707,21588,12,1.6,0,7382.41,0.343,0
1,22087,0.454,573,28830,24,0.8,2,26281.26,0.395,0
0,55401,0.3,713,11786,36,7.9,4,10807.5,0.356,0
0,66882,0.321,693,17472,36,2,2,16014.82,0.249,0
0,60580,0.342,732,21575,24,5.8,2,13142.47,0.329,0
0,53500,0.282,718,28795,36,2.3,1,20267.07,0.337,0
0,65706,0.249,715,21429,48,2.3,0,27335.53,0.293,0
1,63577,0.271,691,11710,36,6.7,1,25161.33,0.232,0
1,73094,0.284,711,20806,12,7.8,2,19495.91,0.267,0
1,51027,0.26,722,12689,60,21.1,1,23880.05,0.39,0
1,54439,0.332,723,5916,48,1.2,0,25825.06,0.314,0
1,60687,0.341,707,17199,36,10.4,2,17995.72,0.627,1
0,52760,0.326,758,29121,24,3.1,1,26035.4,0.414,1
0,75850,0.376,725,26847,36,3.4,1,18221,0.546,1
0,59588,0.275,737,6794,48,9.1,2,25265.99,0.253,0
0,49143,0.185,700,24534,12,6.5,1,13771.29,0.307,0
0,63240,0.248,727,15753,36,3.8,2,15028.84,0.343,0
0,39266,0.378,701,19319,36,0.7,3,19863.27,0.311,0
0,55834,0.229,699,8267,36,1,2,19762.98,0.365,0
1,57450,0.251,719,14553,24,0.3,0,13754.58,0.349,0
0,51217,0.314,712,21348,36,0.4,0,13318.32,0.335,0
0,64241,0.283,737,29850,60,1.2,3,13397.62,0.228,0
1,33405,0.384,582,20917,36,2,3,8934.8,0.449,0
0,56419,0.367,586,5138,24,12.1,0,11084.87,0.394,0
0,65430,0.315,738,27554,36,26.7,0,17027.47,0.268,0
0,55752,0.325,760,26860,48,1.6,0,18562.23,0.286,0
0,67454,0.299,713,27386,24,2.4,2,22587.95,0.31,0
0,52440,0.35,715,25406,36,0.3,0,22126.1,0.27,0
0,50845,0.28,764,15325,12,2.7,0,17451.6,0.266,0
0,58064,0.298,726,13117,48,12.9,1,32567.3,0.229,0
0,54244,0.349,704,27105,60,1.4,2,24995.96,0.258,0
0,56137,0.393,717,12964,36,0.6,3,27465.15,0.342,0
0,44291,0.332,732,14629,60,1,2,18756.95,0.269,0
0,56023,0.306,763,22041,12,16.2,1,14886.87,0.365,0
0,64940,0.258,723,19527,36,7,2,21959.9,0.331,0
0,55764,0.311,729,23350,12,6.5,1,16811.74,0.246,0
0,50018,0.196,678,29445,36,1.2,1,14198.05,0.282,0
0,62880,0.353,746,11130,36,0.2,0,19676.81,0.316,0
1,55672,0.378,711,12070,48,13.9,2,20002.31,0.267,1
0,60008,0.337,696,26847,24,9.6,2,21171.82,0.312,1
1,49338,0.264,724,11545,48,0.6,2,27196.4,0.278,0
0,75629,0.272,714,18506,36,2.8,2,8286.78,0.25,0
0,45931,0.259,712,23290,12,0.9,0,13610.03,0.267,0
0,60523,0.242,679,11847,12,2.8,3,17114.09,0.298,0
0,66190,0.169,684,25259,36,1.4,1,13095.3,0.319,1
0,56779,0.33,715,10306,36,2,2,11908.04,0.296,0
1,44777,0.258,694,15746,60,4.1,0,19854.41,0.183,0
1,54306,0.233,757,27666,48,3.9,3,27899.54,0.289,0
0,58100,0.229,704,9009,36,0.7,1,23452.38,0.325,0
1,75427,0.158,710,28318,60,1.7,1,20610.27,0.358,0
1,54986,0.347,750,17865,36,3.2,0,13045.96,0.286,0
0,71816,0.242,714,20847,24,0.2,1,17489.85,0.333,0
0,47797,0.343,762,22318,36,0.2,2,26428,0.335,0
0,65194,0.27,674,27969,36,4.5,0,18516.71,0.294,1
0,50028,0.179,748,15264,36,1.6,2,20261.22,0.31,0
0,57132,0.296,755,11585,12,0.6,1,22581.94,0.234,0
0,72188,0.285,705,28787,48,0.1,1,26092.26,0.199,0
1,67147,0.303,714,5707,24,1.6,2,19182.92,0.349,0
0,69648,0.306,715,21385,36,2.7,0,18944,0.298,0
1,57726,0.326,654,6954,60,1.1,0,17902.41,0.208,1
1,50608,0.291,724,5851,60,0.2,1,21456.07,0.248,0
0,65646,0.324,667,10062,36,2.9,1,20309.24,0.438,0
0,59557,0.35,727,15946,60,0.8,2,21379.87,0.381,0
0,61680,0.3,719,14821,12,4.3,0,17063.79,0.365,1
0,49449,0.291,754,6999,36,6.2,2,17242.75,0.369,0
0,67690,0.362,729,7238,36,4.2,0,17835.72,0.365,1
0,40063,0.278,735,20903,36,1.4,0,19484.73,0.325,0
0,43173,0.245,762,20480,60,4,1,14905.14,0.234,0
0,78326,0.277,769,14041,12,3.5,3,16635.73,0.23,0
1,61118,0.253,712,18533,24,5.5,0,15168.01,0.235,0
0,60824,0.359,726,14956,24,10.6,1,26670.62,0.28,0
1,61307,0.301,716,28831,60,5,0,28984.2,0.24,0
0,48748,0.307,738,16387,48,1.5,2,22588.72,0.2,0
1,43035,0.383,658,18572,24,2.8,2,31576.17,0.404,0
1,55126,0.365,628,23042,36,2.7,2,13727.95,0.488,0
0,55719,0.242,740,29093,60,0.5,2,21543.83,0.309,0
0,71955,0.275,712,12985,48,7.1,0,23138.95,0.273,0
0,67078,0.281,698,22113,60,0.2,2,24114.43,0.281,1
1,80434,0.394,625,19898,48,9.4,0,8257.33,0.405,0
0,64050,0.334,746,19324,60,0.2,0,19608.41,0.257,0
0,50031,0.434,761,21648,36,1.5,0,14080.84,0.297,1
0,54678,0.342,692,21121,24,0.1,2,21539.27,0.279,1
0,73785,0.339,693,29903,24,0.2,1,9756.95,0.234,1
1,63702,0.267,742,15196,24,0.9,6,15091.91,0.27,0
1,66901,0.267,715,28539,36,4.9,0,21795.38,0.314,0
1,57154,0.239,680,28833,36,14.2,0,19846.25,0.326,1
1,61142,0.332,740,17729,48,6.1,0,13602.49,0.221,0
0,69264,0.471,684,15797,24,2.8,4,16498.24,0.453,0
1,56721,0.323,716,21171,36,11.9,1,9900.91,0.231,0
0,47826,0.281,689,22024,60,12.5,2,20489.86,0.382,1
0,47105,0.367,729,20478,60,5.8,3,15837.78,0.284,0
0,53710,0.245,717,28362,12,7.9,4,27226.69,0.236,0
0,78134,0.224,727,27662,48,0.8,0,25670.55,0.33,0
0,55806,0.311,773,26801,36,11.5,0,21191.71,0.234,0
0,35305,0.31,679,15310,36,0,3,10754.83,0.453,0
0,27790,0.329,751,18134,36,7.7,1,21647.52,0.249,0
0,61581,0.247,751,13217,36,0.7,2,18560.18,0.251,0
0,58615,0.319,702,16247,48,5.2,1,20750.09,0.306,0
0,56060,0.234,739,11941,24,0.7,1,23413.57,0.279,0
0,53248,0.266,728,10466,60,6.2,1,24338.92,0.269,0
0,42799,0.382,601,22421,12,0.8,0,-1281.76,0.51,0
1,55499,0.368,745,20722,36,3.1,2,15773.41,0.266,0
0,52409,0.306,702,9295,60,9.3,0,16620.6,0.299,0
1,48113,0.479,638,8601,36,1.2,4,11208.49,0.465,0
1,37100,0.398,697,20475,24,0.5,2,11577.94,0.369,1
1,70300,0.265,699,12383,36,10.3,0,20941.39,0.33,0
0,36701,0.385,663,23351,36,6,5,3320.56,0.37,0
0,87552,0.282,743,8619,36,15.3,4,14854.68,0.328,0
1,51596,0.356,671,25644,12,0.3,1,31054.16,0.402,0
1,49340,0.322,725,22284,48,2.6,0,11322.56,0.318,0
0,56636,0.304,739,24615,24,4.4,3,18975.11,0.282,0
1,53502,0.267,715,23668,12,21.5,0,21711.23,0.365,1
0,57455,0.355,748,12034,36,5.1,3,21494.41,0.273,0
1,27868,0.491,720,8930,60,0.8,5,19935.54,0.421,1
0,46368,0.299,732,27222,12,7,0,17442.07,0.265,0
0,61979,0.251,749,25451,12,7.5,0,14780.37,0.284,0
0,66892,0.317,745,23761,48,0.1,2,19069.13,0.236,0
1,59801,0.284,711,5302,60,9.2,0,17818.44,0.387,0
1,71800,0.351,736,23154,24,16.4,0,19806.84,0.385,0
1,87393,0.474,622,14993,48,8.9,0,10266.05,0.554,0
0,64584,0.314,728,24008,36,2.1,3,19475.11,0.335,0
0,65426,0.352,723,10190,12,6.9,0,22094.14,0.325,0
0,59668,0.25,738,21508,36,16.7,2,26134.28,0.314,0
0,57373,0.252,693,21358,24,3.8,0,19720.36,0.257,0
1,55158,0.371,714,10076,36,2.4,1,22199.21,0.414,1
0,63105,0.305,689,5071,12,2.7,6,23903.97,0.24,0
0,63980,0.271,715,23260,36,3,0,16247.43,0.222,0
1,71039,0.323,770,5000,36,0.9,1,25679.69,0.263,0
1,72991,0.345,669,24638,48,1.9,0,22985.09,0.236,1
